age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,subscribed,year,date
29,admin.,single,university.degree,no,no,yes,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.4980000000000002,5099.1,no,2009,2009-04-01
63,retired,married,professional.course,no,yes,no,cellular,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.4980000000000002,5099.1,yes,2009,2009-04-01
39,admin.,married,high.school,no,yes,no,cellular,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.4980000000000002,5099.1,no,2009,2009-04-01
32,blue-collar,married,basic.9y,no,no,no,cellular,apr,wed,2,999,1,failure,-1.8,93.075,-47.1,1.4980000000000002,5099.1,no,2009,2009-04-01
27,entrepreneur,married,professional.course,no,unknown,unknown,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.4980000000000002,5099.1,no,2009,2009-04-01
38,admin.,divorced,university.degree,no,yes,no,cellular,apr,wed,3,999,0,nonexistent,-1.8,93.075,-47.1,1.4980000000000002,5099.1,no,2009,2009-04-01
44,admin.,married,unknown,no,no,no,cellular,apr,wed,4,999,1,failure,-1.8,93.075,-47.1,1.4980000000000002,5099.1,no,2009,2009-04-01
32,technician,married,professional.course,no,yes,no,cellular,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.4980000000000002,5099.1,no,2009,2009-04-01
56,entrepreneur,divorced,university.degree,no,unknown,unknown,cellular,apr,wed,2,999,1,failure,-1.8,93.075,-47.1,1.4980000000000002,5099.1,no,2009,2009-04-01
43,self-employed,married,high.school,unknown,yes,no,cellular,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.4980000000000002,5099.1,no,2009,2009-04-01
20,student,single,unknown,no,yes,no,cellular,apr,wed,4,999,0,nonexistent,-1.8,93.075,-47.1,1.4980000000000002,5099.1,yes,2009,2009-04-01
63,retired,married,professional.course,no,no,no,telephone,apr,wed,3,999,0,nonexistent,-1.8,93.075,-47.1,1.4980000000000002,5099.1,no,2009,2009-04-01
34,admin.,single,university.degree,no,no,yes,cellular,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.4980000000000002,5099.1,no,2009,2009-04-01
31,technician,married,professional.course,no,yes,no,cellular,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.4980000000000002,5099.1,no,2009,2009-04-01
30,admin.,married,university.degree,no,yes,no,cellular,apr,thu,3,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no,2009,2009-04-01
30,admin.,married,university.degree,no,yes,yes,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,yes,2009,2009-04-01
54,blue-collar,married,professional.course,no,yes,no,telephone,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no,2009,2009-04-01
54,blue-collar,married,professional.course,no,no,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no,2009,2009-04-01
30,admin.,married,university.degree,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no,2009,2009-04-01
38,admin.,divorced,basic.6y,unknown,yes,no,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.483,5099.1,no,2009,2009-04-01
30,admin.,married,university.degree,no,yes,yes,cellular,apr,thu,6,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no,2009,2009-04-01
43,services,divorced,high.school,unknown,yes,no,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.483,5099.1,no,2009,2009-04-01
43,services,divorced,high.school,unknown,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no,2009,2009-04-01
38,services,married,basic.9y,no,yes,no,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.483,5099.1,no,2009,2009-04-01
30,admin.,married,university.degree,no,yes,no,cellular,apr,thu,3,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,yes,2009,2009-04-01
39,blue-collar,single,basic.9y,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no,2009,2009-04-01
41,blue-collar,married,basic.4y,unknown,yes,yes,cellular,apr,thu,1,999,2,failure,-1.8,93.075,-47.1,1.483,5099.1,no,2009,2009-04-01
34,technician,single,professional.course,no,no,no,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.483,5099.1,no,2009,2009-04-01
26,services,single,high.school,no,no,no,cellular,apr,thu,1,1,3,success,-1.8,93.075,-47.1,1.483,5099.1,no,2009,2009-04-01
30,admin.,married,university.degree,no,no,no,cellular,apr,thu,3,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,yes,2009,2009-04-01
35,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no,2009,2009-04-01
39,blue-collar,married,basic.9y,no,no,no,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.483,5099.1,no,2009,2009-04-01
39,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no,2009,2009-04-01
40,blue-collar,married,basic.9y,unknown,no,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no,2009,2009-04-01
39,blue-collar,single,basic.9y,no,no,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no,2009,2009-04-01
44,blue-collar,married,basic.9y,unknown,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no,2009,2009-04-01
33,admin.,divorced,high.school,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no,2009,2009-04-01
39,services,married,high.school,no,no,no,cellular,apr,thu,2,999,2,failure,-1.8,93.075,-47.1,1.483,5099.1,no,2009,2009-04-01
28,technician,single,professional.course,no,yes,no,cellular,apr,thu,2,999,1,failure,-1.8,93.075,-47.1,1.483,5099.1,no,2009,2009-04-01
55,blue-collar,divorced,basic.4y,unknown,yes,no,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.483,5099.1,no,2009,2009-04-01
42,technician,divorced,professional.course,no,yes,yes,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no,2009,2009-04-01
33,housemaid,unknown,university.degree,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no,2009,2009-04-01
28,blue-collar,single,high.school,no,no,yes,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.483,5099.1,no,2009,2009-04-01
28,blue-collar,single,high.school,no,yes,no,telephone,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no,2009,2009-04-01
50,services,married,basic.4y,unknown,yes,yes,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no,2009,2009-04-01
44,blue-collar,married,university.degree,no,yes,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,yes,2009,2009-04-01
28,technician,single,professional.course,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no,2009,2009-04-01
28,technician,single,professional.course,no,yes,no,cellular,apr,thu,1,999,2,failure,-1.8,93.075,-47.1,1.483,5099.1,no,2009,2009-04-01
30,admin.,married,university.degree,no,no,no,cellular,apr,thu,6,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no,2009,2009-04-01
32,technician,single,university.degree,no,yes,no,cellular,apr,thu,2,999,1,failure,-1.8,93.075,-47.1,1.483,5099.1,no,2009,2009-04-01
28,blue-collar,single,high.school,no,yes,no,telephone,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,yes,2009,2009-04-01
46,management,married,university.degree,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no,2009,2009-04-01
42,admin.,married,basic.9y,no,yes,no,cellular,apr,thu,4,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no,2009,2009-04-01
28,blue-collar,single,high.school,no,yes,yes,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,yes,2009,2009-04-01
39,blue-collar,single,basic.9y,no,yes,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no,2009,2009-04-01
49,admin.,married,basic.6y,unknown,yes,no,cellular,apr,thu,3,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no,2009,2009-04-01
50,self-employed,single,basic.9y,no,no,no,cellular,apr,thu,2,999,1,failure,-1.8,93.075,-47.1,1.483,5099.1,no,2009,2009-04-01
44,admin.,divorced,university.degree,no,no,no,telephone,apr,thu,3,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no,2009,2009-04-01
31,blue-collar,single,basic.9y,no,no,no,telephone,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no,2009,2009-04-01
39,technician,married,professional.course,no,no,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no,2009,2009-04-01
38,services,married,basic.9y,no,no,yes,cellular,apr,thu,3,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no,2009,2009-04-01
28,blue-collar,single,high.school,no,yes,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,yes,2009,2009-04-01
28,blue-collar,single,high.school,no,yes,no,cellular,apr,thu,2,999,1,failure,-1.8,93.075,-47.1,1.483,5099.1,no,2009,2009-04-01
30,admin.,married,university.degree,no,no,yes,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no,2009,2009-04-01
32,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
24,technician,single,university.degree,no,yes,no,cellular,apr,fri,3,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
39,admin.,divorced,university.degree,no,no,no,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
40,services,married,high.school,no,yes,no,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
42,technician,divorced,professional.course,no,yes,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
45,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
53,blue-collar,divorced,high.school,no,yes,no,cellular,apr,fri,3,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
49,self-employed,divorced,unknown,unknown,yes,no,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
32,blue-collar,married,basic.9y,no,unknown,unknown,telephone,apr,fri,3,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
26,admin.,single,university.degree,no,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
32,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
26,entrepreneur,single,high.school,no,yes,no,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.479,5099.1,yes,2009,2009-04-01
26,entrepreneur,single,high.school,no,no,yes,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
49,housemaid,married,basic.4y,no,no,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
30,technician,married,university.degree,no,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
42,admin.,married,high.school,no,no,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
37,management,married,high.school,no,yes,no,cellular,apr,fri,1,999,2,failure,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
51,technician,divorced,professional.course,no,yes,no,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
51,technician,divorced,professional.course,no,yes,yes,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
40,services,married,high.school,no,yes,no,cellular,apr,fri,2,999,1,failure,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
31,admin.,married,university.degree,no,no,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
30,technician,single,high.school,no,no,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
33,services,divorced,high.school,no,no,yes,telephone,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
39,entrepreneur,married,high.school,no,no,no,cellular,apr,fri,1,999,2,failure,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
44,services,married,high.school,no,yes,no,cellular,apr,fri,1,999,2,failure,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
33,services,divorced,high.school,no,yes,yes,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
32,blue-collar,married,basic.9y,no,yes,yes,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,yes,2009,2009-04-01
32,blue-collar,married,basic.9y,no,no,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
54,housemaid,married,unknown,no,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,yes,2009,2009-04-01
55,retired,married,high.school,no,yes,no,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
49,self-employed,divorced,unknown,unknown,no,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
50,admin.,married,professional.course,unknown,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
33,entrepreneur,married,high.school,no,yes,no,cellular,apr,fri,2,999,1,failure,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
50,admin.,married,unknown,no,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
39,blue-collar,married,basic.6y,no,no,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
56,management,married,university.degree,no,no,no,telephone,apr,fri,2,999,2,failure,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
54,housemaid,married,unknown,no,yes,no,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
45,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
36,blue-collar,married,basic.9y,no,unknown,unknown,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
48,admin.,married,high.school,no,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
48,admin.,married,high.school,no,no,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
32,services,married,high.school,no,no,no,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
43,management,married,university.degree,unknown,no,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
32,services,married,high.school,no,no,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
34,blue-collar,single,basic.9y,no,no,no,cellular,apr,fri,1,1,1,success,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
49,services,married,basic.6y,no,no,yes,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
50,blue-collar,married,basic.4y,no,yes,no,cellular,apr,fri,3,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
39,entrepreneur,married,high.school,no,no,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
37,admin.,married,high.school,no,yes,no,cellular,apr,fri,2,999,1,failure,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
32,blue-collar,married,basic.6y,no,yes,yes,cellular,apr,fri,2,999,1,failure,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
44,management,divorced,university.degree,no,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
44,management,divorced,university.degree,no,no,no,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
31,technician,single,high.school,no,yes,no,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
47,technician,married,high.school,no,yes,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
36,services,single,high.school,no,no,yes,telephone,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
47,blue-collar,married,basic.9y,no,no,yes,cellular,apr,fri,2,999,1,failure,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
46,management,married,high.school,unknown,yes,no,cellular,apr,fri,4,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
41,admin.,married,basic.6y,no,no,no,cellular,apr,fri,2,999,1,failure,-1.8,93.075,-47.1,1.479,5099.1,yes,2009,2009-04-01
51,technician,divorced,professional.course,no,no,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
37,admin.,married,university.degree,no,yes,no,telephone,apr,fri,4,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
40,services,married,high.school,no,yes,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
49,services,married,basic.6y,no,yes,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no,2009,2009-04-01
38,entrepreneur,married,professional.course,no,yes,yes,cellular,apr,mon,2,999,1,failure,-1.8,93.075,-47.1,1.466,5099.1,no,2009,2009-04-01
46,blue-collar,married,basic.9y,unknown,yes,yes,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,no,2009,2009-04-01
42,management,married,unknown,no,yes,no,cellular,apr,mon,2,999,1,failure,-1.8,93.075,-47.1,1.466,5099.1,no,2009,2009-04-01
41,unemployed,married,basic.9y,no,no,yes,cellular,apr,mon,1,9,1,success,-1.8,93.075,-47.1,1.466,5099.1,no,2009,2009-04-01
50,management,divorced,university.degree,unknown,no,no,telephone,apr,mon,6,999,1,failure,-1.8,93.075,-47.1,1.466,5099.1,yes,2009,2009-04-01
41,unemployed,married,basic.9y,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,no,2009,2009-04-01
45,admin.,married,high.school,no,yes,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,no,2009,2009-04-01
40,management,married,university.degree,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,no,2009,2009-04-01
25,technician,single,professional.course,no,no,yes,cellular,apr,mon,4,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,no,2009,2009-04-01
40,services,single,high.school,no,no,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,no,2009,2009-04-01
37,technician,divorced,basic.9y,no,yes,no,cellular,apr,mon,1,999,1,failure,-1.8,93.075,-47.1,1.466,5099.1,no,2009,2009-04-01
38,admin.,single,high.school,no,yes,no,cellular,apr,mon,2,999,1,failure,-1.8,93.075,-47.1,1.466,5099.1,no,2009,2009-04-01
55,management,divorced,university.degree,no,no,yes,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,no,2009,2009-04-01
53,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,mon,2,999,1,failure,-1.8,93.075,-47.1,1.466,5099.1,yes,2009,2009-04-01
31,technician,married,professional.course,no,no,no,cellular,apr,mon,3,999,1,failure,-1.8,93.075,-47.1,1.466,5099.1,no,2009,2009-04-01
26,admin.,married,high.school,no,yes,no,cellular,apr,mon,10,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,no,2009,2009-04-01
56,retired,married,basic.6y,no,yes,no,telephone,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,no,2009,2009-04-01
55,retired,married,basic.4y,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,yes,2009,2009-04-01
65,retired,married,university.degree,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,no,2009,2009-04-01
34,admin.,married,basic.6y,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,no,2009,2009-04-01
55,management,divorced,university.degree,no,yes,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,no,2009,2009-04-01
55,technician,married,professional.course,no,no,no,cellular,apr,mon,2,999,1,failure,-1.8,93.075,-47.1,1.466,5099.1,no,2009,2009-04-01
44,blue-collar,married,high.school,no,no,no,cellular,apr,mon,2,999,1,failure,-1.8,93.075,-47.1,1.466,5099.1,no,2009,2009-04-01
24,admin.,single,university.degree,no,yes,no,telephone,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,no,2009,2009-04-01
46,self-employed,single,university.degree,unknown,no,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,no,2009,2009-04-01
42,technician,married,basic.9y,no,no,yes,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,no,2009,2009-04-01
46,services,divorced,high.school,no,no,no,cellular,apr,mon,2,999,1,failure,-1.8,93.075,-47.1,1.466,5099.1,no,2009,2009-04-01
41,unemployed,married,basic.9y,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,no,2009,2009-04-01
44,technician,married,unknown,no,yes,no,cellular,apr,mon,1,999,1,failure,-1.8,93.075,-47.1,1.466,5099.1,no,2009,2009-04-01
40,services,married,unknown,unknown,no,no,cellular,apr,mon,1,999,1,failure,-1.8,93.075,-47.1,1.466,5099.1,no,2009,2009-04-01
45,blue-collar,single,basic.9y,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,no,2009,2009-04-01
